Customer,SP,Sales_2024,INCI,Sales_Product,Composition,Demand_2025,number_of_beauty_care_products_launched,Category,Sales_Demand_Ratio,Category_Sales_Ratio,Log_Sales_2024
Customer Asia,30537327.0,1627.9204545454545,glyceryl oleate,PLANTASIL MICRO,Decyl Glucoside (and) Dicaprylyl Ether (and) Glyceryl Oleate,1828.0,107.0,Emollient,0.8900603906754808,338.3591495377149,7.395672776559844
Customer EMEA,30338477.0,164.47368421052633,dethylamino hydroxybenzoyl hexyl benzoate,UVINUL A PLUS GRANULAR,Diethylamino Hydroxybenzoyl Hexyl Benzoate,,,,,,5.108812174382657
Customer EMEA,30338477.0,164.47368421052633,diethylamino hydoxybenzoyl hexyl benzoate,UVINUL A PLUS GRANULAR,Diethylamino Hydroxybenzoyl Hexyl Benzoate,,,,,,5.108812174382657
Customer EMEA,30338477.0,164.47368421052633,diethylamino hydroxybenzoyl hexyl benzoate,UVINUL A PLUS GRANULAR,Diethylamino Hydroxybenzoyl Hexyl Benzoate,146.0,13.0,UV Filter,1.1188686000716077,350.3639810575582,5.108812174382657
Customer EMEA,30338477.0,164.47368421052633,diethylamino hydroxylbenzoyl hexyl benzoate,UVINUL A PLUS GRANULAR,Diethylamino Hydroxybenzoyl Hexyl Benzoate,,,,,,5.108812174382657
Customer NA,30035119.0,1640.8695652173913,ethylhexyl triazone,UVINUL T 150,Ethylhexyl Triazone,2576.0,48.0,UV Filter,0.6367363466113276,35.11897350083954,7.403590850326913
Customer Asia,30720312.0,16504.08943089431,coco-glucoside,EUPERLAN PK 1200 UP,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,7866.0,388.0,Surfactant,2.09788857644519,51.69986259699611,9.711424062684872
Customer Asia,30720312.0,16504.08943089431,glycerin,EUPERLAN PK 1200 UP,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,26150.0,332.0,Humectant,0.631107392868124,3.1567160213725174,9.711424062684872
Customer Asia,30720312.0,16504.08943089431,glycol distearate,EUPERLAN PK 1200 UP,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,16086.0,348.0,Emollient,1.0259271107661037,33.374866442734906,9.711424062684872
Customer EMEA,30528410.0,167.8181818181818,coco-glucoside,EUPERLAN PK 1200,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,1906.0,55.0,Surfactant,0.08800114411021595,5084.426172547935,5.1288222885543355
Customer EMEA,30528410.0,167.8181818181818,glycerin,EUPERLAN PK 1200,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,279.0,14.0,Humectant,0.5993506493506493,310.4474316204539,5.1288222885543355
Customer EMEA,30528410.0,167.8181818181818,glycol distearate,EUPERLAN PK 1200,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,310.0,9.0,Emollient,0.5396083016661795,3282.2532966768977,5.1288222885543355
Customer Asia,30035097.0,1683.3333333333333,polyquaternium-16,LUVIQUAT EXCELLENCE,Polyquaternium-16,2735.0,9.0,Hair Conditioning,0.6152534113060428,2.984022928608651,7.429125116623799
Customer EMEA,30530625.0,169.23076923076923,behenyl alcohol,LANETTE 22,Behenyl Alcohol,176.0,12.0,Emollient,0.9561060408518035,3254.8559757707517,5.137154982589513
Customer EMEA,30499500.0,171.78571428571428,tocopheryl acetate,VITAMIN E-ACETATE CARE,Tocopheryl Acetate,292.0,166.0,Antioxidant,0.5862993661628474,18.828239222546912,5.152052180994769
Customer NA,30528526.0,17138.323529411766,decyl glucoside,PLANTACARE 2000 UP,Decyl Glucoside,32220.0,501.0,Surfactant,0.5318991815713903,49.7866173667138,9.749130724010707
Customer NA,30482916.0,17177.777777777777,ethylene bis-benzotriazolyl tetramethylbutylphenol,TINOSORB M,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano),28515.0,2.0,UV Filter,0.6023908604915759,3.354662956098531,9.751430050852562
Customer NA,30482916.0,17177.777777777777,methylene bis-benzotriazolyl tetramethylbutylphenol,TINOSORB M,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano),16662.0,181.0,UV Filter,1.030893463228577,3.354662956098531,9.751430050852562
Customer Asia,30528377.0,1718.0408163265306,coco glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,,,Surfactant,,496.64661500312184,7.449521749328144
Customer Asia,30528377.0,1718.0408163265306,coco- glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,,,Surfactant,,496.64661500312184,7.449521749328144
Customer Asia,30528377.0,1718.0408163265306,cocoa-glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,,,Surfactant,,496.64661500312184,7.449521749328144
Customer Asia,30528377.0,1718.0408163265306,coco-glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,7866.0,388.0,Surfactant,0.21838576539043225,496.64661500312184,7.449521749328144
Customer Asia,30528377.0,1718.0408163265306,glyceryl oleate,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,1828.0,107.0,Emollient,0.9393334151593934,320.6104158181776,7.449521749328144
Customer SA,30527862.0,173.33333333333334,hydrogenated castor oil,CUTINA HR POWDER,Hydrogenated Castor Oil,311.0,1.0,Emollient,0.5555555555555556,3177.8179645099053,5.160969175396813
Customer NA,30527834.0,179.30882352941177,polyglyceryl-3 diisostearate,LAMEFORM TGI,Polyglyceryl-3 Diisostearate,338.0,17.0,Emulsifier,0.5289345826826306,520.5558600969414,5.19467106705628
Customer NA,30035110.0,1801.2142857142858,disodium edta,EDETA BD,Disodium EDETA,,,Chelating Agent,,13.84599814825488,7.496771346589122
Customer Asia,30532521.0,1889.0082644628096,laureth-7 citrate,PLANTAPON LC 7,Laureth-7 Citrate,1718.0,57.0,Surfactant,1.0988995139399707,451.69688874199755,7.544336480775773
Customer Asia,30654276.0,1898.06338028169,peg-7 hydrogenated castor oil,DEHYMULS CO 7,PEG-7 Hydrogenated Castor Oil,3245.0,10.0,Emollient,0.5847391806166635,290.2019954851578,7.549116085864437
Customer SA,30054573.0,19217.777777777777,triethanolamine,TRIETHANOLAMINE CARE,Triethanolamine,23445.0,113.0,pH Adjuster,0.8196612547034794,2.3426411102590095,9.863643089335671
Customer SA,30054573.0,19217.777777777777,triethanolamine (british pharmacopoeia),TRIETHANOLAMINE CARE,Triethanolamine,,,,,,9.863643089335671
Customer Asia,30417785.0,1932.142857142857,panthenol,D-PANTHENOL 75 W-PL,Panthenol,2540.0,1249.3789624421963,Actives,0.7603867993478383,5.0069592897552235,7.566902380845286
Customer EMEA,30528249.0,1951.0526315789475,cetearyl alcohol,LANETTE O,Cetearyl Alcohol,2786.0,233.0,Emollient,0.7000547655468057,282.32030832980723,7.576636729508596
Customer NA,30528410.0,1952.4761904761904,coco-glucoside,EUPERLAN PK 1200,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,9304.0,439.0,Surfactant,0.20983086410276092,437.01385964541254,7.577365726284781
Customer NA,30528410.0,1952.4761904761904,glycerin,EUPERLAN PK 1200,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,5190.0,101.0,Humectant,0.3761271798258891,26.6834104194441,7.577365726284781
Customer NA,30528410.0,1952.4761904761904,glycol distearate,EUPERLAN PK 1200,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,4257.0,44.0,Emollient,0.4585430226576304,282.11446736295926,7.577365726284781
Customer Asia,30528472.0,1955.5232558139533,sodium myreth sulfate,TEXAPON K 14 S SPEZ 70%,Sodium Myreth Sulfate,1935.0,169.0,Surfactant,1.0100843263501824,436.33291157696664,7.578924328016805
Customer Asia,30070776.0,1960.0022727272728,panthenol,D-PANTHENOL 75 W,Panthenol,2540.0,1249.3789624421963,Actives,0.7713507566813352,4.935790515306078,7.581210985159098
Customer Asia,30035150.0,1967.0470085470083,polyglyceryl-3 distearate,CREMOPHOR GS 32,Polyglyceryl-3 Distearate,3304.0,28.0,Emulsifier,0.5951730736904715,47.4519716355284,7.584796963783735
Customer Asia,30035150.0,1967.0470085470083,polyglyceryl-3 distearate,CREMOPHOR GS 32 SURFACTANT,Polyglyceryl-3 Distearate,3304.0,28.0,Emulsifier,0.5951730736904715,47.4519716355284,7.584796963783735
Customer NA,30527956.0,1977.5894736842104,cetyl acohol,LANETTE 16,Cetyl Alcohol,,,Emollient,,278.531913647821,7.59013948279219
Customer NA,30527956.0,1977.5894736842104,cetyl alcohol,LANETTE 16,Cetyl Alcohol,1938.0,185.0,Emollient,1.01990173990934,278.531913647821,7.59013948279219
Customer NA,30538241.0,1977.7777777777776,coco-caprylate,CETIOL C 5,Coco-Caprylate,3263.0,29.0,Emollient,0.6059368191721133,278.50539464244116,7.590234649139786
Customer EMEA,30527793.0,1982.972972972973,caprylic/capric triglyceride,MYRITOL 312,Caprylic/Capric Triglyceride,2448.0,157.0,Emollient,0.8097072164038273,277.7757377546253,7.59285666525857
Customer Asia,30783677.0,2.8000000000000003,c12-18 alkanoyl glycerin/sebacic acid copolymer,CETIOL SOFTFEEL,C12-18 Alkanoyl Glycerin/Sebacic Acid Copolymer,2960.106824925816,1.0,Polymer,0.0009455923631090709,82.47619047619047,1.3350010667323402
Customer Asia,30783677.0,2.8000000000000003,capryloyl glycerin/sebacic acid copolymer,CETIOL SOFTFEEL,C12-18 Alkanoyl Glycerin/Sebacic Acid Copolymer,,,Polymer,,82.47619047619047,1.3350010667323402
Customer Asia,30527919.0,2022.359813084112,coco caprylate/caprate,CETIOL LC,Coco-Caprylate/Caprate,,,Emollient,,272.3658653378023,7.612514682491287
Customer Asia,30527919.0,2022.359813084112,coco-caprylate/caprate,CETIOL LC,Coco-Caprylate/Caprate,2366.0,325.0,Emollient,0.8543978931491812,272.3658653378023,7.612514682491287
Customer NA,30527863.0,2030.3225806451608,cetearyl alcohol,LANETTE N,Cetearyl Alcohol (and) Sodium Cetearyl Sulfate,3379.0,457.0,Emollient,0.6006871540370298,271.29766755587167,7.6164423774496
Customer NA,30527863.0,2030.3225806451608,sodium cetearyl sulfate,LANETTE N,Cetearyl Alcohol (and) Sodium Cetearyl Sulfate,2353.0,59.0,Emulsifier,0.8624989722366868,45.97311764402659,7.6164423774496
Customer Asia,30170706.0,2037.921052631579,peg-8,PLURACARE E 400,PEG-8,2934.0,218.0,Solvent,0.6943512956155294,18.751308594321205,7.620176051154726
Customer Asia,30222192.0,207.78809523809525,sodium ascorbyl phosphate,SODIUM ASCORBYL PHOSPHATE,Sodium Ascorbyl Phosphate,218.0,771.0,Actives,0.9488040878451838,46.557819477677164,5.341319839239836
Customer Asia,30222192.0,207.78809523809525,sodiumascorbyl phosphate,SODIUM ASCORBYL PHOSPHATE,Sodium Ascorbyl Phosphate,388.0,1.0,,0.5341596278614273,,5.341319839239836
Customer EMEA,30528606.0,2082.885714285714,coco glucoside,PLANTACARE 818 UP,Coco-Glucoside,,,Surfactant,,409.6524115622832,7.641989561775325
Customer EMEA,30528606.0,2082.885714285714,coco- glucoside,PLANTACARE 818 UP,Coco-Glucoside,,,Surfactant,,409.6524115622832,7.641989561775325
Customer EMEA,30528606.0,2082.885714285714,cocoa-glucoside,PLANTACARE 818 UP,Coco-Glucoside,,,Surfactant,,409.6524115622832,7.641989561775325
Customer EMEA,30528606.0,2082.885714285714,coco-glucoside,PLANTACARE 818 UP,Coco-Glucoside,1906.0,55.0,Surfactant,1.092231627837291,409.6524115622832,7.641989561775325
Customer SA,30527826.0,2149.285714285714,ethylhexyl palmitate,CEGESOFT C 24,Ethylhexyl Palmitate,2794.0,24.0,Emollient,0.7689752108356759,256.28132027951824,7.673356002658014
Customer Asia,30528720.0,21888.87925170068,isopropyl palmitate,ISOPROPYL PALMITATE,Isopropyl Palmitate,24296.0,1249.3789624421963,Emollient,0.9008881446969041,25.16445790490866,9.993779674361935
Customer Asia,30054574.0,21960.392156862745,triethanolamine,TRIETHANOLAMINE 90% CARE,Triethanolamine,25474.0,165.0,pH Adjuster,0.8620369835863688,2.0500706885589537,9.997041288735335
Customer SA,30530216.0,22132.894736842107,lauryl glucoside,PLANTACARE 1200 UP,Lauryl Glucoside,30100.0,99.0,Surfactant,0.7352876893406235,38.5516294190587,10.0048654110911
Customer Asia,30527787.0,2215.1569343065694,cocoglycerides,MYRITOL 331,Cocoglycerides,4075.0,519.0,Emollient,0.5434634284363516,248.66038698403958,7.703529864090048
Customer Asia,30500238.0,2236.6666666666665,polyquaternium-68,LUVIQUAT SUPREME AT 1,Polyquaternium-68,2728.0,14.0,Hair Conditioning,0.8195920361548796,2.2457996705623975,7.713188935270642
Customer NA,30527789.0,2240.217391304348,cetearyl isononanoate,CETIOL SN,Cetearyl Isononanoate,3763.0,73.0,Emollient,0.5951693388162455,245.87871813384098,7.714774475479132
Customer NA,30720312.0,2253.333333333333,coco-glucoside,EUPERLAN PK 1200 UP,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,9304.0,439.0,Surfactant,0.24216371126634423,378.66530585759097,7.72060956890683
Customer NA,30720312.0,2253.333333333333,glycerin,EUPERLAN PK 1200 UP,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,5190.0,101.0,Humectant,0.43408463366082317,23.120735292012828,7.72060956890683
Customer NA,30720312.0,2253.333333333333,glycol distearate,EUPERLAN PK 1200 UP,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,4257.0,44.0,Emollient,0.5291999373727884,244.44753573153122,7.72060956890683
Customer Asia,30314756.0,23.913636363636364,caffeine,CAFFEINE POWDER,Caffeine,520.0,94.0,Actives,0.04589949398010818,404.5457780070782,3.2154152986937548
Customer EMEA,30654984.0,232.0133333333333,xanthan gum,RHEOCARE XGN,Xanthan Gum,302.0,223.0,Thickener,0.7657205720572056,7.7267583143825895,5.451095676535016
Customer SA,30583738.0,233.83333333333331,coco caprylate/caprate,CETIOL C 5C,Coco-Caprylate/Caprate,,,Emollient,,2355.6170228726314,5.458876042670625
Customer SA,30583738.0,233.83333333333331,coco-caprylate/caprate,CETIOL C 5C,Coco-Caprylate/Caprate,1470.0,1.0,Emollient,0.15896215726263313,2355.6170228726314,5.458876042670625
Customer EMEA,30538628.0,2365.3846153846152,sodium coco-sulfate,TEXAPON K 30 UP,Sodium Coco-Sulfate,3500.0,13.0,Surfactant,0.675631138356074,360.7274480082937,7.769118590661153
Customer SA,30528720.0,2372.222222222222,isopropyl palmitate,ISOPROPYL PALMITATE,Isopropyl Palmitate,2728.0,19.0,Emollient,0.8692642807703269,232.1965351117308,7.772003898162586
Customer EMEA,30527928.0,241.91666666666663,polyglyceryl-2 dipolyhydroxystearate,DEHYMULS PGPH,Polyglyceryl-2 Dipolyhydroxystearate,411.0,1.0,Emulsifier,0.5871763754045306,385.83641276744186,5.492718448996592
Customer EMEA,30527928.0,241.91666666666663,polyglyceryl-2-dipolyhydroxystearate,DEHYMULS PGPH,Polyglyceryl-2 Dipolyhydroxystearate,,,Emulsifier,,385.83641276744186,5.492718448996592
Customer Asia,30612022.0,51116.67554526342,sodium laureth sulfate,TEXAPON N 70/MB,Sodium Laureth Sulfate,110254.85291100653,907.0,Surfactant,0.4636187031859656,16.692383586452472,10.841885617463284
Customer Asia,30527905.0,2442.6710526315787,isopropyl stearate,ISOPROPYLSTEARAT,Isopropyl Stearate,2638.0,112.0,Emollient,0.9256047944795676,225.49977817178038,7.801256717383321
Customer SA,30527863.0,245.7142857142857,cetearyl alcohol,LANETTE N,Cetearyl Alcohol (and) Sodium Cetearyl Sulfate,649.0,18.0,Emollient,0.378021978021978,2241.716548607763,5.508230929091365
Customer SA,30527863.0,245.7142857142857,sodium cetearyl sulfate,LANETTE N,Cetearyl Alcohol (and) Sodium Cetearyl Sulfate,309.0,4.0,Emulsifier,0.792626728110599,379.8731465042241,5.508230929091365
Customer EMEA,30531250.0,249.4318181818182,sodium polyacrylate,COSMEDIA SP,Sodium Polyacrylate,289.0,101.0,Rheology Modifier,0.8601097178683386,7.767186218678815,5.523186700569516
Customer EMEA,30035119.0,251.76470588235293,ethylhexyl triazone,UVINUL T 150,Ethylhexyl Triazone,304.0,10.0,UV Filter,0.8254580520732883,228.88694655291172,5.532459039718779
Customer NA,30535586.0,257.1428571428572,cecropia obtusa bark extract,SLIMFIT LS 9786,Aqua (and) Cecropia Obtusa Bark Extract (EU) (and) Cecropia Obtusa Bark Extract (US)  Propanediol (and) Propanediol (and) Water,473.0,4.0,Actives,0.5424954792043402,37.621735774410766,5.553513141536915
Customer NA,30535586.0,257.1428571428572,propanediol,SLIMFIT LS 9786,Aqua (and) Cecropia Obtusa Bark Extract (EU) (and) Cecropia Obtusa Bark Extract (US)  Propanediol (and) Propanediol (and) Water,457.0,4.0,Solvent,0.5614472863381162,148.60878102295024,5.553513141536915
Customer Asia,30527726.0,258.93548387096774,tributyl citrate,HYDAGEN CAT,Triethyl Citrate,,,Emollient,,2127.254914160528,5.560433461266146
Customer Asia,30527726.0,258.93548387096774,triethyl citrate,HYDAGEN CAT,Triethyl Citrate,279.0,20.0,Emollient,0.9247695852534562,2127.254914160528,5.560433461266146
Customer EMEA,30527925.0,2646.9827586206898,ethylhexyl stearate,CETIOL 868,Ethylhexyl Stearate,4102.0,91.0,Emollient,0.6451335019792078,208.09420791319275,7.881553405940796
Customer Asia,30035030.0,2669.3636363636365,vp/pa copolymer,LUVISKOL VA 64 W,VP/VA Copolymer,,,Film Former,,10.003079912535178,7.889969935515437
Customer Asia,30035030.0,2669.3636363636365,vp/va copolymer,LUVISKOL VA 64 W,VP/VA Copolymer,2394.0,16.0,Film Former,1.114556841905485,10.003079912535178,7.889969935515437
Customer Asia,30035030.0,2669.3636363636365,vp/pa copolymer,LUVISKOL VA64 W,VP/VA Copolymer,,,Film Former,,10.003079912535178,7.889969935515437
Customer Asia,30035030.0,2669.3636363636365,vp/va copolymer,LUVISKOL VA64 W,VP/VA Copolymer,2394.0,16.0,Film Former,1.114556841905485,10.003079912535178,7.889969935515437
Customer Asia,30055079.0,2674.6129032258063,ethylhexyl methoxycinnamate,UVINUL MC 80,Ethylhexyl Methoxycinnamate,2460.0,141.0,UV Filter,1.086799229266886,21.54541866963339,7.891933755786746
Customer Asia,30527887.0,2683.333333333333,steareth-2,EUMULGIN S 2,Steareth-2,3515.0,346.0,Emulsifier,0.7631778536215396,34.78518963552434,7.8951876831274355
Customer SA,30530336.0,2686.730769230769,myristyl alcohol,LANETTE 14,Myristyl Alcohol,3546.0,3.0,Emollient,0.7574656806401943,205.01562226599825,7.896452536370257
Customer NA,30528492.0,2705.8823529411766,magnesium laureth sulfate,TEXAPON ASV 50,Magnesium Laureth 8-Sulfate (and) Magnesium Laureth Sulfate (and) Magnesium Oleth Sulfate (and) Sodium Laureth 8-Sulfate (and) Sodium Laureth Sulfate (and) Sodium Oleth Sulfate,3490.0,36.0,Surfactant,0.7751023640622104,315.3349054286547,7.903552828360002
Customer NA,30528492.0,2705.8823529411766,magnesium laureth-8 sulfate,TEXAPON ASV 50,Magnesium Laureth 8-Sulfate (and) Magnesium Laureth Sulfate (and) Magnesium Oleth Sulfate (and) Sodium Laureth 8-Sulfate (and) Sodium Laureth Sulfate (and) Sodium Oleth Sulfate,3977.0,36.0,Surfactant,0.6802117528761128,315.3349054286547,7.903552828360002
Customer NA,30528492.0,2705.8823529411766,magnesium oleth sulfate,TEXAPON ASV 50,Magnesium Laureth 8-Sulfate (and) Magnesium Laureth Sulfate (and) Magnesium Oleth Sulfate (and) Sodium Laureth 8-Sulfate (and) Sodium Laureth Sulfate (and) Sodium Oleth Sulfate,5087.0,36.0,Surfactant,0.5318165001849797,315.3349054286547,7.903552828360002
Customer NA,30528492.0,2705.8823529411766,sodium laureth sulfate,TEXAPON ASV 50,Magnesium Laureth 8-Sulfate (and) Magnesium Laureth Sulfate (and) Magnesium Oleth Sulfate (and) Sodium Laureth 8-Sulfate (and) Sodium Laureth Sulfate (and) Sodium Oleth Sulfate,6987.0,324.0,Surfactant,0.38721842486279,315.3349054286547,7.903552828360002
Customer NA,30528492.0,2705.8823529411766,sodium laureth-8 sulfate,TEXAPON ASV 50,Magnesium Laureth 8-Sulfate (and) Magnesium Laureth Sulfate (and) Magnesium Oleth Sulfate (and) Sodium Laureth 8-Sulfate (and) Sodium Laureth Sulfate (and) Sodium Oleth Sulfate,4708.0,36.0,Surfactant,0.5746193147040086,315.3349054286547,7.903552828360002
Customer NA,30528492.0,2705.8823529411766,sodium oleth sulfate,TEXAPON ASV 50,Magnesium Laureth 8-Sulfate (and) Magnesium Laureth Sulfate (and) Magnesium Oleth Sulfate (and) Sodium Laureth 8-Sulfate (and) Sodium Laureth Sulfate (and) Sodium Oleth Sulfate,3517.0,36.0,Surfactant,0.7691535966291008,315.3349054286547,7.903552828360002
Customer Asia,30035119.0,2714.5122549019607,ethylhexyl triazone,UVINUL T 150,Ethylhexyl Triazone,3827.0,499.0,UV Filter,0.7091202337779416,21.228732592804192,7.906735890409648
Customer Asia,30527971.0,272.22222222222223,ceteareth-30,EUMULGIN B 3,Ceteareth-30,304.0,1.0,Emulsifier,0.8925318761384335,342.8825835501684,5.610285464879973
Customer Asia,30528518.0,27519.444444444445,peg-3 distearate,CUTINA TS,PEG-3 Distearate,47883.0,162.0,Emulsifier,0.5747106433139346,3.391792993632432,10.222684441787674
Customer EMEA,30795739.0,283.3333333333333,xanthan gum,VERDESSENCE XANTHAN,Xanthan Gum,302.0,223.0,Thickener,0.935093509350935,6.32721512605042,5.650147258823569
Customer NA,30530489.0,2889.536842105263,cocamide mipa,COMPERLAN IP,Cocamide MIPA,3843.0,57.0,Surfactant,0.7517005312448656,295.29270692534334,7.969197522369433
Customer EMEA,30527880.0,289.5833333333333,caprylyl ether,CETIOL OE,Dicaprylyl Ether,,,Emollient,,1902.1183787570083,5.671890396887651
Customer EMEA,30527880.0,289.5833333333333,dicaprylyl ether,CETIOL OE,Dicaprylyl Ether,286.0,9.0,Emollient,1.0090011614401857,1902.1183787570083,5.671890396887651
Customer Asia,30530216.0,2892.1627906976746,lauryl glucoside,PLANTACARE 1200 UP,Lauryl Glucoside,2689.0,80.0,Surfactant,1.075153453790957,295.0245949537095,7.970105573941806
Customer EMEA,30538537.0,29.166666666666668,hydrolyzed soy protein,GLUADIN SOY BENZ,Hydrolyzed Soy Protein,2960.106824925816,5.0,Hair Conditioner,0.00984992044905282,876.2721940868656,3.4067375620377707
Customer EMEA,30035110.0,292.85714285714283,disodium edta,EDETA BD,Disodium EDETA,,,Chelating Agent,,85.1596427572057,5.683093740597644
Customer NA,30170706.0,293.6666666666667,peg-8,PLURACARE E 400,PEG-8,455.0,8.0,Solvent,0.6440058479532165,130.1260608924812,5.685844773969534
Customer SA,30527873.0,3008.620689655173,glyceryl stearate se,CUTINA GMS-SE,Glyceryl Stearate SE,4452.0,19.0,Emulsifier,0.6756390500011616,31.024269418961428,8.009569333076291
Customer SA,30528345.0,51116.67554526342,sodium laureth sulfate,TEXAPON N 70,Sodium Laureth Sulfate,110254.85291100653,179.0,Surfactant,0.4636187031859656,16.692383586452472,10.841885617463284
Customer Asia,30527917.0,3116.6742424242425,,,,,,,,,8.044842567708184
Customer Asia,30035116.0,327.0408163265306,benzophenone-4,UVINUL MS 40,Benzophenone-4,559.0,208.0,UV Filter,0.5840014577259475,176.2032501829004,5.793138040662037
Customer EMEA,30654241.0,33.333333333333336,ceteareth-25,EUMULGIN B 25,Ceteareth-25,2960.106824925816,11.0,Emulsifier,0.011257051941774654,2800.2077656597085,3.5361166995615263
Customer NA,30528345.0,33333.333333333336,sodium laureth sulfate,TEXAPON N 70,Sodium Laureth Sulfate,6987.0,324.0,Surfactant,4.770082045411182,25.597774675973145,10.414343175852128
Customer NA,30035134.0,3361.818181818182,peg-40 hydrogenate castor oil,CREMOPHOR RH 40,PEG-40 Hydrogenated Castor Oil,,,Emollient,,163.84639225704578,8.120534645996312
Customer NA,30035134.0,3361.818181818182,peg-40 hydrogenated castor oil,CREMOPHOR RH 40,PEG-40 Hydrogenated Castor Oil,3335.0,357.0,Emollient,1.0077392631349467,163.84639225704578,8.120534645996312
Customer NA,30054573.0,3460.043478260869,triethanolamine,TRIETHANOLAMINE CARE,Triethanolamine,5882.0,159.0,pH Adjuster,0.5881426956078308,13.01150015972428,8.149325405897054
Customer NA,30054573.0,3460.043478260869,triethanolamine (british pharmacopoeia),TRIETHANOLAMINE CARE,Triethanolamine,,,,,,8.149325405897054
Customer SA,30528377.0,355.38461538461536,coco glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,,,Surfactant,,2400.9456766785784,5.876010527955112
Customer SA,30528377.0,355.38461538461536,coco- glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,,,Surfactant,,2400.9456766785784,5.876010527955112
Customer SA,30528377.0,355.38461538461536,cocoa-glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,,,Surfactant,,2400.9456766785784,5.876010527955112
Customer SA,30528377.0,355.38461538461536,coco-glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,2275.0,9.0,Surfactant,0.15614438285791535,2400.9456766785784,5.876010527955112
Customer SA,30528377.0,355.38461538461536,glyceryl oleate,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,2629.0,46.0,Emollient,0.1351272301842644,1549.9314170336913,5.876010527955112
Customer NA,30528678.0,3563.2380952380954,cocamide dea,COMPERLAN KD,Cocamide DEA,6271.0,8.0,Surfactant,0.5681183187560739,239.46172920806654,8.178705591981664
Customer NA,30528678.0,3563.2380952380954,cocamide-dea,COMPERLAN KD,Cocamide DEA,,,Surfactant,,239.46172920806654,8.178705591981664
Customer NA,30481068.0,3571.1627906976746,bis-ethylhexyloxyphenol methoxyphenyl triazine,TINOSORB S,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,5571.0,247.0,UV Filter,0.6409122022070486,16.13638418537221,8.180926515061413
Customer EMEA,30527919.0,370.9090909090909,coco caprylate/caprate,CETIOL LC,Coco-Caprylate/Caprate,,,Emollient,,1485.0587219768513,5.918649445131028
Customer EMEA,30527919.0,370.9090909090909,coco-caprylate/caprate,CETIOL LC,Coco-Caprylate/Caprate,512.0,42.0,Emollient,0.7230196703880913,1485.0587219768513,5.918649445131028
Customer Asia,30035126.0,377.1428571428572,tetrahydroxypropyl ethylenediamine,NEUTROL TE,Tetrahydroxypropyl Ethylenediamine,422.0,1.0,pH Adjuster,0.8915906788247215,119.37215677663245,5.935272053171788
Customer Asia,30528495.0,3776.367647058824,sodium coco-sulfate,SULFOPON 1216 G,Sodium Coco-Sulfate,6241.0,86.0,Surfactant,0.6049932148444127,225.94705696367294,8.23678265635474
Customer Asia,30527819.0,3861.698360655738,cetyl palmitate,CUTINA CP,Cetyl Palmitate,5094.0,566.0,Emollient,0.7579388342798308,142.63718423142652,8.259121275396929
Customer Asia,30530432.0,3869.011926605504,stearyl alcohol,LANETTE 18,Stearyl Alcohol,7317.0,375.0,Emollient,0.5286979948900661,142.36755816835034,8.261012867829287
Customer Asia,30483790.0,40.53846153846154,pentaerythrityl tetra-di-butyl hydroxyhydrocinnamate,TINOGARD TT,Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate,,,,,,3.7266197820967832
Customer Asia,30483790.0,40.53846153846154,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,TINOGARD TT,Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate,2960.106824925816,283.0,Antioxidant,0.013690307015342866,79.78651386458786,3.7266197820967832
Customer Asia,30483790.0,40.53846153846154,pentaeythrityl tetra-di-t-butyl hydroxyhydrocinnamate,TINOGARD TT,Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate,,,,,,3.7266197820967832
